Part Family,X,Y,Z,Material,4130,F22,Threading Type,JFE Lion,TenarisHydril Blue®,VAM TOP®,Coating Type,Phosphating,Xylan Coating,Ni Plating,Cu Plating,Carbide Coating,Weight (lbs),Length (inches),Diameter (inches),RM Cost/Lb,Alpha,Beta,Gamma,Price
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2011.6096,35,16,0.6214222859,2.5,1.13,1.00," $ 3,531.42 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,3485.51775,69,15,0.6214222859,4.2,1.13,1.05," $ 10,793.72 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,18.18531,9,3,0.6214222859,1.8,1.13,1.10, $ 25.28 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1385.45121,51,11,0.6214222859,1.8,1.13,1.10," $ 1,926.29 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,3435.003,68,15,0.6214222859,1.8,1.2,1.02," $ 4,702.92 "
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,2156.19404,49,14,0.8300750243,4.2,1.2,1.01," $ 9,110.81 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,64.65888,72,2,0.6214222859,1.8,1.05,1.00, $ 75.94 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,359.216,25,8,0.6214222859,4.2,1.2,1.02," $ 1,147.55 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,185.22075,33,5,0.6214222859,2.5,1.2,1.05, $ 362.57 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,347.9905,62,5,0.8300750243,4.2,1.05,1.02," $ 1,299.34 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,2276.5314,60,13,0.8300750243,1.8,1.13,1.10," $ 4,228.00 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,1109.30391,61,9,0.6214222859,1.8,1.13,1.02," $ 1,430.17 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,158.05504,11,8,0.6214222859,2.5,1.2,1.02, $ 300.55 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,919.59296,16,16,0.6214222859,4.2,1.13,1.00," $ 2,712.13 "
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,158.05504,11,8,0.6214222859,4.2,1.2,1.10, $ 544.53 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,309.15027,17,9,0.8300750243,1.8,1.13,1.02, $ 532.40 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,16.16472,8,3,0.8300750243,1.8,1.13,1.02, $ 27.84 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,543.3142,20,11,0.8300750243,1.8,1.13,1.00, $ 917.32 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,787.80559,29,11,0.6214222859,1.8,1.2,1.01," $ 1,068.02 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,100.58048,28,4,0.8300750243,2.5,1.2,1.00, $ 250.47 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1818.531,36,15,0.8300750243,1.8,1.2,1.02," $ 3,325.77 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1609.28768,28,16,0.6214222859,2.5,1.05,1.00," $ 2,625.12 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,2677.28175,53,15,0.6214222859,1.8,1.13,1.10," $ 3,722.41 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,58.3726,65,2,0.8300750243,2.5,1.05,1.00, $ 127.19 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,740.883,33,10,0.6214222859,1.8,1.13,1.10," $ 1,030.10 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1875.10752,58,12,0.8300750243,1.8,1.13,1.05," $ 3,324.17 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1602.77689,59,11,0.6214222859,2.5,1.2,1.02," $ 3,047.76 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,308.70125,55,5,0.6214222859,1.8,1.05,1.01, $ 366.19 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,2332.20988,53,14,0.6214222859,1.8,1.13,1.10," $ 3,242.64 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,161.6472,20,6,0.8300750243,2.5,1.2,1.01, $ 406.56 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,297.02673,27,7,0.8300750243,1.8,1.05,1.00, $ 465.99 
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,173.99525,31,5,0.6214222859,4.2,1.05,1.10, $ 524.51 
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,89.804,16,5,0.8300750243,4.2,1.2,1.01, $ 379.46 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,119.21481,59,3,0.8300750243,4.2,1.05,1.01, $ 440.77 
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,2298.9824,40,16,0.8300750243,4.2,1.2,1.05," $ 10,098.87 "
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,1276.78837,47,11,0.8300750243,4.2,1.13,1.01," $ 5,080.25 "
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,229.89824,16,8,0.8300750243,4.2,1.05,1.02, $ 858.40 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,1901.5997,70,11,0.8300750243,1.8,1.2,1.05," $ 3,579.97 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,748.06732,17,14,0.6214222859,2.5,1.05,1.02," $ 1,244.68 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,740.883,33,10,0.6214222859,4.2,1.05,1.10," $ 2,233.41 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,364.82875,65,5,0.6214222859,2.5,1.2,1.01, $ 686.94 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,61.74025,11,5,0.6214222859,4.2,1.2,1.10, $ 212.71 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,3232.944,64,15,0.8300750243,1.8,1.13,1.00," $ 5,458.41 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,3276.04992,57,16,0.6214222859,2.5,1.2,1.00," $ 6,107.43 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2263.0608,70,12,0.8300750243,1.8,1.13,1.00," $ 3,820.89 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,22.451,4,5,0.8300750243,1.8,1.05,1.00, $ 35.22 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,2198.40192,68,12,0.8300750243,1.8,1.2,1.02," $ 4,020.48 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,13.4706,15,2,0.6214222859,1.8,1.13,1.05, $ 17.88 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,38.61572,43,2,0.8300750243,4.2,1.05,1.01, $ 142.77 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,363.03267,33,7,0.6214222859,4.2,1.2,1.10," $ 1,250.71 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,218.89725,39,5,0.6214222859,2.5,1.05,1.00, $ 357.07 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1122.55,50,10,0.8300750243,1.8,1.05,1.00," $ 1,761.10 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,379.4219,10,13,0.8300750243,1.8,1.13,1.02, $ 653.42 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,252.57375,45,5,0.8300750243,4.2,1.05,1.05, $ 970.81 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,157.157,28,5,0.6214222859,2.5,1.2,1.05, $ 307.63 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,614.25936,19,12,0.6214222859,2.5,1.2,1.00," $ 1,145.14 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,1459.315,65,10,0.6214222859,1.8,1.05,1.02," $ 1,748.23 "
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,1403.86103,37,13,0.6214222859,4.2,1.2,1.10," $ 4,836.53 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,125.7256,35,4,0.6214222859,1.8,1.05,1.02, $ 150.62 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2728.24552,62,14,0.6214222859,1.8,1.2,1.00," $ 3,662.05 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,549.60048,17,12,0.6214222859,1.8,1.2,1.00, $ 737.71 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,88.00792,8,7,0.6214222859,4.2,1.2,1.01, $ 278.39 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,376.05425,67,5,0.8300750243,2.5,1.13,1.02, $ 899.47 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1972.99388,52,13,0.8300750243,4.2,1.05,1.05," $ 7,583.52 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,90.92655,45,3,0.8300750243,2.5,1.13,1.01, $ 215.35 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,145.48248,8,9,0.8300750243,2.5,1.05,1.10, $ 348.70 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,924.08316,21,14,0.6214222859,2.5,1.2,1.05," $ 1,808.87 "
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,129.31776,36,4,0.8300750243,4.2,1.05,1.10, $ 520.72 
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,201.16096,14,8,0.6214222859,4.2,1.05,1.02, $ 562.30 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1324.609,59,10,0.8300750243,2.5,1.13,1.05," $ 3,261.47 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,1571.57,70,10,0.6214222859,2.5,1.2,1.01," $ 2,959.12 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,2528.88064,44,16,0.6214222859,2.5,1.2,1.02," $ 4,808.80 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,689.69472,48,8,0.6214222859,4.2,1.13,1.05," $ 2,135.80 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,21.55296,24,2,0.6214222859,1.8,1.05,1.02, $ 25.82 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1810.44864,56,12,0.6214222859,2.5,1.13,1.00," $ 3,178.28 "
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,758.8438,20,13,0.8300750243,4.2,1.2,1.02," $ 3,238.18 "
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,2004.42528,62,12,0.8300750243,4.2,1.05,1.05," $ 7,704.33 "
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,472.81806,26,9,0.6214222859,4.2,1.2,1.05," $ 1,554.89 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,263.79925,47,5,0.8300750243,2.5,1.05,1.01, $ 580.55 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,574.7456,10,16,0.6214222859,1.8,1.05,1.00, $ 675.03 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,258.63552,18,8,0.6214222859,4.2,1.2,1.05, $ 850.54 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,297.02673,27,7,0.8300750243,1.8,1.13,1.05, $ 526.57 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,959.78025,19,15,0.8300750243,2.5,1.05,1.00," $ 2,091.31 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,78.80301,39,3,0.8300750243,2.5,1.13,1.00, $ 184.79 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,3276.04992,57,16,0.6214222859,2.5,1.13,1.10," $ 6,326.28 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,459.79648,32,8,0.6214222859,1.8,1.13,1.01, $ 586.98 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1149.4912,20,16,0.8300750243,1.8,1.13,1.10," $ 2,134.85 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,969.8832,30,12,0.6214222859,2.5,1.05,1.05," $ 1,661.21 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,3081.39975,61,15,0.8300750243,1.8,1.2,1.01," $ 5,580.08 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,78.5785,14,5,0.8300750243,1.8,1.2,1.02, $ 143.71 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,255.04336,71,4,0.8300750243,1.8,1.2,1.02, $ 466.43 
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,1459.315,65,10,0.8300750243,4.2,1.2,1.00," $ 6,105.16 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,1012.09108,23,14,0.6214222859,1.8,1.05,1.02," $ 1,212.46 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,760.63988,28,11,0.6214222859,4.2,1.05,1.02," $ 2,126.20 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,2071.10475,41,15,0.6214222859,2.5,1.05,1.02," $ 3,446.02 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1391.962,62,10,0.6214222859,2.5,1.13,1.10," $ 2,687.98 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,303.53752,8,13,0.6214222859,2.5,1.05,1.02, $ 505.04 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1548.44547,57,11,0.8300750243,2.5,1.2,1.02," $ 3,933.10 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,572.05148,52,7,0.6214222859,4.2,1.05,1.10," $ 1,724.46 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,17.9608,20,2,0.8300750243,2.5,1.13,1.10, $ 46.33 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,920.491,41,10,0.8300750243,2.5,1.13,1.00," $ 2,158.52 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,3485.51775,69,15,0.6214222859,1.8,1.05,1.05," $ 4,298.38 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,3333.52448,58,16,0.6214222859,1.8,1.13,1.10," $ 4,634.83 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,33.6765,6,5,0.6214222859,4.2,1.13,1.10, $ 109.25 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,740.883,33,10,0.8300750243,2.5,1.05,1.05," $ 1,695.06 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1249.62266,46,11,0.6214222859,2.5,1.13,1.05," $ 2,303.42 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,488.98278,18,11,0.8300750243,1.8,1.13,1.10, $ 908.14 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,2011.6096,35,16,0.6214222859,1.8,1.05,1.05," $ 2,480.74 "
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,52.98436,59,2,0.8300750243,4.2,1.13,1.10, $ 229.61 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,396.03564,36,7,0.6214222859,4.2,1.13,1.01," $ 1,179.70 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,2992.26928,68,14,0.8300750243,1.8,1.05,1.10," $ 5,163.84 "
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,1907.43696,59,12,0.8300750243,4.2,1.05,1.01," $ 7,052.25 "
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1648.80144,51,12,0.8300750243,4.2,1.2,1.02," $ 7,035.85 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,299.04732,37,6,0.6214222859,2.5,1.13,1.05, $ 551.23 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,656.69175,13,15,0.8300750243,2.5,1.2,1.10," $ 1,798.84 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,451.04059,41,7,0.6214222859,1.8,1.05,1.05, $ 556.23 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,57.47456,16,4,0.8300750243,1.8,1.13,1.05, $ 101.89 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,189.71095,5,13,0.8300750243,2.5,1.05,1.02, $ 421.64 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,79.02752,22,4,0.8300750243,1.8,1.05,1.10, $ 136.38 
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,153.56484,19,6,0.6214222859,4.2,1.05,1.10, $ 462.92 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,2374.19325,47,15,0.8300750243,1.8,1.05,1.02," $ 3,799.23 "
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,28.73728,32,2,0.8300750243,4.2,1.13,1.02, $ 115.48 
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,60.16868,67,2,0.8300750243,4.2,1.2,1.10, $ 276.89 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,1549.119,69,10,0.6214222859,4.2,1.2,1.01," $ 4,900.31 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,23.34904,26,2,0.8300750243,1.8,1.05,1.10, $ 40.29 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,1928.76541,71,11,0.8300750243,1.8,1.13,1.02," $ 3,321.60 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,880.0792,20,14,0.6214222859,2.5,1.13,1.05," $ 1,622.24 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,286.02574,26,7,0.6214222859,2.5,1.05,1.10, $ 513.23 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2816.25344,64,14,0.8300750243,2.5,1.2,1.00," $ 7,013.10 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,495.04455,45,7,0.6214222859,1.8,1.2,1.01, $ 671.13 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,704.06336,16,14,0.6214222859,2.5,1.2,1.02," $ 1,338.81 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,287.3728,5,16,0.6214222859,1.8,1.13,1.02, $ 370.50 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,86.88537,43,3,0.6214222859,2.5,1.13,1.01, $ 154.05 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,229.89824,16,8,0.6214222859,4.2,1.13,1.01, $ 684.81 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,679.14275,25,11,0.8300750243,1.8,1.05,1.00," $ 1,065.47 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,244.26688,68,4,0.6214222859,1.8,1.2,1.01, $ 331.15 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1781.71136,31,16,0.6214222859,1.8,1.05,1.00," $ 2,092.60 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,215.5296,60,4,0.8300750243,1.8,1.05,1.10, $ 371.95 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,12.57256,14,2,0.8300750243,1.8,1.13,1.10, $ 23.35 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,71.8432,20,4,0.6214222859,2.5,1.05,1.01, $ 118.36 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,218.22372,27,6,0.6214222859,2.5,1.05,1.01, $ 359.53 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1436.864,25,16,0.6214222859,1.8,1.2,1.02," $ 1,967.24 "
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,452.61216,14,12,0.8300750243,4.2,1.2,1.00," $ 1,893.54 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,347.9905,62,5,0.8300750243,2.5,1.05,1.02, $ 773.42 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1182.04515,65,9,0.8300750243,2.5,1.05,1.10," $ 2,833.18 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,112.255,20,5,0.6214222859,4.2,1.05,1.10, $ 338.39 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,2428.30016,64,13,0.8300750243,4.2,1.05,1.00," $ 8,889.11 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1724.2368,30,16,0.8300750243,1.8,1.13,1.00," $ 2,911.15 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,581.92992,18,12,0.6214222859,2.5,1.13,1.00," $ 1,021.59 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,3103.62624,54,16,0.6214222859,1.8,1.13,1.00," $ 3,922.90 "
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,787.80559,29,11,0.8300750243,4.2,1.13,1.00," $ 3,103.59 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,472.81806,26,9,0.6214222859,2.5,1.05,1.01, $ 778.99 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1594.021,71,10,0.6214222859,4.2,1.13,1.10," $ 5,171.32 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,675.32608,47,8,0.6214222859,4.2,1.05,1.00," $ 1,850.71 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,651.97704,24,11,0.6214222859,4.2,1.05,1.02," $ 1,822.46 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,573.84756,71,6,0.6214222859,1.8,1.13,1.02, $ 739.83 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,35.02356,39,2,0.8300750243,2.5,1.05,1.01, $ 77.08 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,400.07682,22,9,0.8300750243,2.5,1.05,1.05, $ 915.33 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2288.20592,52,14,0.6214222859,4.2,1.13,1.00," $ 6,748.54 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,2586.3552,45,16,0.6214222859,2.5,1.13,1.02," $ 4,631.20 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,303.0885,6,15,0.8300750243,1.8,1.13,1.01, $ 516.84 
