Part Family,X,Y,Z,Material,4130,F22,Threading Type,JFE Lion,TenarisHydril Blue®,VAM TOP®,Coating Type,Phosphating,Xylan Coating,Ni Plating,Cu Plating,Carbide Coating,Weight (lbs),Length (inches),Diameter (inches),RM Cost/Lb,Alpha,Beta,Gamma,Price
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2011.6096,35,16,0.6214222859,1.2,1.7,1.9," $ 3,937.69 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,3485.51775,69,15,0.6214222859,1.4,1.3,1.1," $ 11,707.98 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,18.18531,9,3,0.6214222859,1.3,2.0,2.0, $ 25.73 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1385.45121,51,11,0.6214222859,1.7,1.6,1.8," $ 1,960.38 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,3435.003,68,15,0.6214222859,1.9,1.6,1.5," $ 4,860.46 "
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,2156.19404,49,14,0.8300750243,1.9,1.6,1.4," $ 9,674.60 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,64.65888,72,2,0.6214222859,1.9,1.3,1.3, $ 91.49 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,359.216,25,8,0.6214222859,1.2,1.3,1.3," $ 1,206.62 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,185.22075,33,5,0.6214222859,2.0,1.9,1.1, $ 362.57 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,347.9905,62,5,0.8300750243,1.1,1.1,1.4," $ 1,561.39 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,2276.5314,60,13,0.8300750243,1.3,1.5,1.4," $ 4,302.83 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,1109.30391,61,9,0.6214222859,1.1,1.2,1.7," $ 1,569.64 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,158.05504,11,8,0.6214222859,1.7,1.5,1.8, $ 309.39 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,919.59296,16,16,0.6214222859,2.0,1.5,1.3," $ 3,088.95 "
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,158.05504,11,8,0.6214222859,1.9,1.9,1.6, $ 530.91 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,309.15027,17,9,0.8300750243,1.7,1.3,1.1, $ 584.32 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,16.16472,8,3,0.8300750243,1.2,1.7,1.1, $ 30.55 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,543.3142,20,11,0.8300750243,1.9,1.5,1.2," $ 1,026.91 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,787.80559,29,11,0.6214222859,1.5,1.3,1.6," $ 1,114.73 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,100.58048,28,4,0.8300750243,1.8,1.3,1.4, $ 262.99 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1818.531,36,15,0.8300750243,1.7,1.2,1.6," $ 3,437.17 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1609.28768,28,16,0.6214222859,1.7,1.6,1.5," $ 3,150.15 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,2677.28175,53,15,0.6214222859,1.0,1.5,1.4," $ 3,788.30 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,58.3726,65,2,0.8300750243,1.1,1.3,1.6, $ 152.63 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,740.883,33,10,0.6214222859,1.4,1.7,1.8," $ 1,048.33 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1875.10752,58,12,0.8300750243,1.1,1.9,1.7," $ 3,544.10 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1602.77689,59,11,0.6214222859,1.8,1.9,1.2," $ 3,137.40 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,308.70125,55,5,0.6214222859,1.6,1.5,1.6, $ 436.81 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,2332.20988,53,14,0.6214222859,1.1,1.3,1.6," $ 3,300.03 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,161.6472,20,6,0.8300750243,1.6,1.6,1.0, $ 422.66 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,297.02673,27,7,0.8300750243,1.4,1.2,1.8, $ 561.40 
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,173.99525,31,5,0.6214222859,1.8,1.6,2.0, $ 584.46 
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,89.804,16,5,0.8300750243,1.8,1.0,1.4, $ 402.94 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,119.21481,59,3,0.8300750243,1.9,1.7,1.4, $ 534.90 
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,2298.9824,40,16,0.8300750243,1.5,1.9,1.8," $ 10,315.28 "
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,1276.78837,47,11,0.8300750243,1.1,1.1,1.3," $ 5,728.81 "
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,229.89824,16,8,0.8300750243,1.2,1.5,1.2," $ 1,031.53 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,1901.5997,70,11,0.8300750243,1.5,1.7,1.4," $ 3,594.18 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,748.06732,17,14,0.6214222859,1.0,1.7,1.2," $ 1,464.33 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,740.883,33,10,0.6214222859,1.5,2.0,1.2," $ 2,488.65 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,364.82875,65,5,0.6214222859,1.1,1.8,1.3, $ 714.15 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,61.74025,11,5,0.6214222859,1.8,1.5,1.4, $ 207.39 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,3232.944,64,15,0.8300750243,1.5,1.7,1.7," $ 6,110.53 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,3276.04992,57,16,0.6214222859,1.3,1.9,1.6," $ 6,412.80 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2263.0608,70,12,0.8300750243,1.1,1.1,1.3," $ 4,277.37 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,22.451,4,5,0.8300750243,1.8,1.4,1.2, $ 42.43 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,2198.40192,68,12,0.8300750243,1.2,1.8,1.6," $ 4,155.16 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,13.4706,15,2,0.6214222859,1.2,1.5,1.1, $ 19.06 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,38.61572,43,2,0.8300750243,1.2,1.0,1.7, $ 173.26 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,363.03267,33,7,0.6214222859,1.5,1.0,1.3," $ 1,219.44 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,218.89725,39,5,0.6214222859,1.5,1.0,2.0, $ 428.49 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1122.55,50,10,0.8300750243,1.4,1.3,1.0," $ 2,121.71 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,379.4219,10,13,0.8300750243,1.3,1.9,1.7, $ 717.14 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,252.57375,45,5,0.8300750243,1.6,1.3,1.2," $ 1,133.27 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,157.157,28,5,0.6214222859,1.2,1.1,1.8, $ 307.63 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,614.25936,19,12,0.6214222859,1.2,1.2,2.0," $ 1,202.40 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,1459.315,65,10,0.6214222859,1.3,1.6,1.7," $ 2,064.90 "
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,1403.86103,37,13,0.6214222859,1.7,1.7,1.2," $ 4,715.62 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,125.7256,35,4,0.6214222859,1.2,1.8,1.2, $ 177.90 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2728.24552,62,14,0.6214222859,1.8,1.1,1.3," $ 3,860.41 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,549.60048,17,12,0.6214222859,1.4,1.4,1.5, $ 777.67 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,88.00792,8,7,0.6214222859,1.5,1.7,1.8, $ 295.62 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,376.05425,67,5,0.8300750243,1.4,1.5,1.7, $ 983.28 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1972.99388,52,13,0.8300750243,1.1,1.8,1.6," $ 8,852.60 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,90.92655,45,3,0.8300750243,1.9,1.8,1.6, $ 237.75 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,145.48248,8,9,0.8300750243,1.9,1.1,1.4, $ 380.40 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,924.08316,21,14,0.6214222859,1.0,1.3,1.2," $ 1,808.87 "
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,129.31776,36,4,0.8300750243,1.4,1.5,1.6, $ 580.23 
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,201.16096,14,8,0.6214222859,1.9,1.5,1.5, $ 675.71 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1324.609,59,10,0.8300750243,1.1,1.4,1.4," $ 3,463.50 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,1571.57,70,10,0.6214222859,2.0,1.3,1.4," $ 3,076.32 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,2528.88064,44,16,0.6214222859,1.0,1.6,1.9," $ 4,950.23 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,689.69472,48,8,0.6214222859,1.4,1.9,1.3," $ 2,316.71 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,21.55296,24,2,0.6214222859,1.2,1.7,1.8, $ 30.50 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1810.44864,56,12,0.6214222859,1.5,1.6,1.0," $ 3,543.92 "
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,758.8438,20,13,0.8300750243,1.1,1.5,1.9," $ 3,404.85 "
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,2004.42528,62,12,0.8300750243,1.5,1.2,1.9," $ 8,993.63 "
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,472.81806,26,9,0.6214222859,1.0,1.1,1.6," $ 1,588.21 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,263.79925,47,5,0.8300750243,1.9,1.3,1.9, $ 689.77 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,574.7456,10,16,0.6214222859,1.1,1.9,1.1, $ 813.25 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,258.63552,18,8,0.6214222859,1.8,1.2,1.8, $ 868.77 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,297.02673,27,7,0.8300750243,1.1,1.3,2.0, $ 561.40 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,959.78025,19,15,0.8300750243,1.4,1.8,1.6," $ 2,509.57 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,78.80301,39,3,0.8300750243,1.9,1.7,1.9, $ 206.05 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,3276.04992,57,16,0.6214222859,1.7,1.7,1.5," $ 6,412.80 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,459.79648,32,8,0.6214222859,1.1,1.7,1.2, $ 650.60 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1149.4912,20,16,0.8300750243,1.9,1.8,1.8," $ 2,172.63 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,969.8832,30,12,0.6214222859,1.4,1.7,1.8," $ 1,898.53 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,3081.39975,61,15,0.8300750243,1.5,1.7,1.6," $ 5,824.09 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,78.5785,14,5,0.8300750243,1.4,1.8,1.2, $ 148.52 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,255.04336,71,4,0.8300750243,1.6,1.4,1.6, $ 482.05 
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,1459.315,65,10,0.8300750243,1.6,1.4,1.9," $ 6,547.78 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,1012.09108,23,14,0.6214222859,1.8,2.0,2.0," $ 1,432.09 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,760.63988,28,11,0.6214222859,1.3,1.5,1.8," $ 2,555.02 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,2071.10475,41,15,0.6214222859,1.8,1.3,1.5," $ 4,054.15 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1391.962,62,10,0.6214222859,1.5,1.5,1.9," $ 2,724.74 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,303.53752,8,13,0.6214222859,1.4,1.3,1.0, $ 594.17 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1548.44547,57,11,0.8300750243,1.3,2.0,1.7," $ 4,048.78 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,572.05148,52,7,0.6214222859,1.3,1.2,1.1," $ 1,921.54 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,17.9608,20,2,0.8300750243,1.7,1.3,1.3, $ 46.96 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,920.491,41,10,0.8300750243,1.1,1.0,1.4," $ 2,406.84 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,3485.51775,69,15,0.6214222859,1.8,1.1,1.8," $ 4,931.93 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,3333.52448,58,16,0.6214222859,1.9,1.3,1.0," $ 4,716.87 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,33.6765,6,5,0.6214222859,1.7,2.0,1.4, $ 113.12 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,740.883,33,10,0.8300750243,1.5,1.3,1.8," $ 1,937.21 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1249.62266,46,11,0.6214222859,1.9,1.1,1.6," $ 2,446.11 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,488.98278,18,11,0.8300750243,1.8,1.6,1.4, $ 924.22 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,2011.6096,35,16,0.6214222859,1.0,1.4,1.6," $ 2,846.38 "
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,52.98436,59,2,0.8300750243,1.6,1.4,1.6, $ 237.73 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,396.03564,36,7,0.6214222859,1.8,1.9,1.9," $ 1,330.30 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,2992.26928,68,14,0.8300750243,1.9,1.9,1.8," $ 5,655.63 "
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,1907.43696,59,12,0.8300750243,1.3,1.1,1.7," $ 8,558.46 "
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1648.80144,51,12,0.8300750243,1.9,1.8,1.1," $ 7,397.99 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,299.04732,37,6,0.6214222859,1.6,1.2,1.0, $ 585.38 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,656.69175,13,15,0.8300750243,1.6,1.0,1.3," $ 1,717.08 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,451.04059,41,7,0.6214222859,1.1,1.4,1.8, $ 638.21 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,57.47456,16,4,0.8300750243,1.1,1.8,1.4, $ 108.63 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,189.71095,5,13,0.8300750243,1.8,1.6,1.6, $ 496.04 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,79.02752,22,4,0.8300750243,1.0,1.3,1.5, $ 149.37 
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,153.56484,19,6,0.6214222859,1.6,1.6,1.5, $ 515.83 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,2374.19325,47,15,0.8300750243,2.0,1.7,1.6," $ 4,487.42 "
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,28.73728,32,2,0.8300750243,1.5,1.1,1.6, $ 128.94 
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,60.16868,67,2,0.8300750243,1.6,1.4,2.0, $ 269.97 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,1549.119,69,10,0.6214222859,1.4,1.5,1.1," $ 5,203.55 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,23.34904,26,2,0.8300750243,1.4,1.2,1.3, $ 44.13 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,1928.76541,71,11,0.8300750243,1.7,1.9,1.4," $ 3,645.52 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,880.0792,20,14,0.6214222859,1.1,1.3,1.7," $ 1,722.74 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,286.02574,26,7,0.6214222859,1.3,1.9,1.5, $ 559.89 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2816.25344,64,14,0.8300750243,1.3,1.4,1.8," $ 7,363.76 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,495.04455,45,7,0.6214222859,1.3,1.6,1.7, $ 700.48 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,704.06336,16,14,0.6214222859,1.8,1.8,1.8," $ 1,378.19 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,287.3728,5,16,0.6214222859,1.1,1.7,1.4, $ 406.63 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,86.88537,43,3,0.6214222859,1.7,1.2,1.7, $ 170.08 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,229.89824,16,8,0.6214222859,1.3,1.1,2.0, $ 772.24 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,679.14275,25,11,0.8300750243,1.1,1.6,1.4," $ 1,283.63 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,244.26688,68,4,0.6214222859,1.7,1.2,2.0, $ 345.63 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1781.71136,31,16,0.6214222859,1.2,1.7,1.8," $ 2,521.08 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,215.5296,60,4,0.8300750243,1.4,1.2,1.7, $ 407.37 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,12.57256,14,2,0.8300750243,1.9,1.6,1.7, $ 23.76 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,71.8432,20,4,0.6214222859,1.7,1.3,1.9, $ 140.63 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,218.22372,27,6,0.6214222859,1.8,1.8,1.7, $ 427.17 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1436.864,25,16,0.6214222859,1.5,1.8,1.7," $ 2,033.13 "
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,452.61216,14,12,0.8300750243,1.2,1.4,1.2," $ 2,030.82 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,347.9905,62,5,0.8300750243,1.1,1.9,1.7, $ 909.90 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1182.04515,65,9,0.8300750243,1.5,1.4,1.3," $ 3,090.74 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,112.255,20,5,0.6214222859,1.2,1.7,1.7, $ 377.07 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,2428.30016,64,13,0.8300750243,1.8,1.2,1.9," $ 10,895.51 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1724.2368,30,16,0.8300750243,1.8,1.0,1.8," $ 3,258.95 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,581.92992,18,12,0.6214222859,1.5,1.8,1.3," $ 1,139.12 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,3103.62624,54,16,0.6214222859,1.2,1.1,1.2," $ 4,391.56 "
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,787.80559,29,11,0.8300750243,1.1,1.2,2.0," $ 3,534.80 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,472.81806,26,9,0.6214222859,1.4,1.2,1.5, $ 925.53 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1594.021,71,10,0.6214222859,1.9,1.8,1.8," $ 5,354.37 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,675.32608,47,8,0.6214222859,1.4,1.3,1.3," $ 2,268.44 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,651.97704,24,11,0.6214222859,1.0,1.9,1.8," $ 2,190.01 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,573.84756,71,6,0.6214222859,1.3,1.3,1.1, $ 811.98 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,35.02356,39,2,0.8300750243,1.7,1.5,1.0, $ 91.58 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,400.07682,22,9,0.8300750243,1.5,2.0,1.6," $ 1,046.10 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2288.20592,52,14,0.6214222859,1.9,1.9,1.7," $ 7,686.17 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,2586.3552,45,16,0.6214222859,1.3,1.2,1.5," $ 5,062.74 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,303.0885,6,15,0.8300750243,1.2,1.4,1.8, $ 572.86 
